#  FGT mapping, timeStamp date=20120127  time=174050
# electId,geoID,   RDO(1;2),ARM(0-4),APV(0-9;12-21),chan(0-127),    disk(1-6),quad(A-D),layer(P;R),strip(P:0-719;R0-279+400-679),   ordinate(rad;cm),lowSpan(cm;rad),upSpan(cm;rad), geoName,  stat,ped(ADC),sigPed(ADC)
246,89,  1,0,1,118,  1,A,R,89,   29.6682,0.787,1.530,  1AR089,   0,438.0,24.7
247,857,  1,0,1,119,  1,A,P,137,   1.2515,19.125,38.250,  1AP137,   0,426.0,20.9
248,92,  1,0,1,120,  1,A,R,92,   29.3821,0.787,1.530,  1AR092,   0,414.0,29.7
249,865,  1,0,1,121,  1,A,P,145,   1.2347,19.125,38.250,  1AP145,   0,426.0,22.0
250,90,  1,0,1,122,  1,A,R,90,   29.5729,0.787,1.530,  1AR090,   0,390.0,27.9
251,867,  1,0,1,123,  1,A,P,147,   1.2305,19.125,38.250,  1AP147,   0,414.0,21.3
252,104,  1,0,1,124,  1,A,R,104,   28.2375,0.787,1.528,  1AR104,   0,426.0,31.6
253,869,  1,0,1,125,  1,A,P,149,   1.2263,19.125,38.250,  1AP149,   0,414.0,21.8
254,105,  1,0,1,126,  1,A,R,105,   28.1422,0.787,1.528,  1AR105,   0,414.0,29.2
255,873,  1,0,1,127,  1,A,P,153,   1.2179,19.125,38.250,  1AP153,   7,6.0,0.0
256,116,  1,0,2,0,  1,A,R,116,   27.0930,0.787,1.527,  1AR116,   0,294.0,46.6
257,879,  1,0,2,1,  1,A,P,159,   1.2054,19.125,38.250,  1AP159,   4,294.0,38.1
258,118,  1,0,2,2,  1,A,R,118,   26.9022,0.787,1.526,  1AR118,   0,258.0,15.2
259,885,  1,0,2,3,  1,A,P,165,   1.1928,19.125,38.250,  1AP165,   0,270.0,33.3
260,123,  1,0,2,4,  1,A,R,123,   26.4253,0.787,1.525,  1AR123,   0,282.0,42.7
261,883,  1,0,2,5,  1,A,P,163,   1.1970,19.125,38.250,  1AP163,   0,258.0,34.8
262,881,  1,0,2,6,  1,A,P,161,   1.2012,19.125,38.250,  1AP161,   0,282.0,37.5
263,887,  1,0,2,7,  1,A,P,167,   1.1886,19.125,38.250,  1AP167,   0,294.0,29.8
264,119,  1,0,2,8,  1,A,R,119,   26.8068,0.787,1.526,  1AR119,   0,294.0,40.7
265,899,  1,0,2,9,  1,A,P,179,   1.1635,19.125,38.250,  1AP179,   0,282.0,32.0
266,122,  1,0,2,10,  1,A,R,122,   26.5207,0.787,1.526,  1AR122,   0,234.0,39.9
267,895,  1,0,2,11,  1,A,P,175,   1.1719,19.125,38.250,  1AP175,   0,294.0,31.9
268,125,  1,0,2,12,  1,A,R,125,   26.2346,0.787,1.525,  1AR125,   0,282.0,32.0
269,891,  1,0,2,13,  1,A,P,171,   1.1802,19.125,38.250,  1AP171,   0,282.0,32.2
270,127,  1,0,2,14,  1,A,R,127,   26.0438,0.787,1.525,  1AR127,   0,306.0,35.1
271,917,  1,0,2,15,  1,A,P,197,   1.1258,19.125,38.250,  1AP197,   0,306.0,31.4
272,110,  1,0,2,16,  1,A,R,110,   27.6653,0.787,1.527,  1AR110,   0,306.0,34.5
273,921,  1,0,2,17,  1,A,P,201,   1.1174,19.125,38.250,  1AP201,   0,330.0,31.3
274,111,  1,0,2,18,  1,A,R,111,   27.5699,0.787,1.527,  1AR111,   0,246.0,37.5
275,913,  1,0,2,19,  1,A,P,193,   1.1342,19.125,38.250,  1AP193,   0,282.0,29.5
276,131,  1,0,2,20,  1,A,R,131,   25.6623,0.787,1.524,  1AR131,   0,270.0,16.3
277,909,  1,0,2,21,  1,A,P,189,   1.1425,19.125,38.250,  1AP189,   0,318.0,29.8
278,117,  1,0,2,22,  1,A,R,117,   26.9976,0.787,1.526,  1AR117,   0,270.0,32.7
279,905,  1,0,2,23,  1,A,P,185,   1.1509,19.125,38.250,  1AP185,   0,318.0,29.3
280,129,  1,0,2,24,  1,A,R,129,   25.8530,0.787,1.524,  1AR129,   0,294.0,30.6
281,925,  1,0,2,25,  1,A,P,205,   1.1090,19.125,38.250,  1AP205,   0,330.0,29.6
282,128,  1,0,2,26,  1,A,R,128,   25.9484,0.787,1.525,  1AR128,   0,306.0,30.8
283,923,  1,0,2,27,  1,A,P,203,   1.1132,19.125,38.250,  1AP203,   0,306.0,27.6
284,130,  1,0,2,28,  1,A,R,130,   25.7577,0.787,1.524,  1AR130,   0,318.0,26.0
285,901,  1,0,2,29,  1,A,P,181,   1.1593,19.125,38.250,  1AP181,   0,306.0,27.1
286,132,  1,0,2,30,  1,A,R,132,   25.5669,0.787,1.524,  1AR132,   0,354.0,30.9
287,919,  1,0,2,31,  1,A,P,199,   1.1216,19.125,38.250,  1AP199,   0,318.0,27.5
288,133,  1,0,2,32,  1,A,R,133,   25.4715,0.787,1.524,  1AR133,   0,390.0,31.1
289,929,  1,0,2,33,  1,A,P,209,   1.1006,19.125,38.250,  1AP209,   0,402.0,28.8
290,893,  1,0,2,34,  1,A,P,173,   1.1760,19.125,38.250,  1AP173,   0,330.0,27.8
291,915,  1,0,2,35,  1,A,P,195,   1.1300,19.125,38.250,  1AP195,   0,366.0,27.2
292,121,  1,0,2,36,  1,A,R,121,   26.6161,0.787,1.526,  1AR121,   0,342.0,31.5
293,911,  1,0,2,37,  1,A,P,191,   1.1384,19.125,38.250,  1AP191,   0,354.0,26.8
294,134,  1,0,2,38,  1,A,R,134,   25.3761,0.787,1.524,  1AR134,   0,390.0,29.2
295,927,  1,0,2,39,  1,A,P,207,   1.1048,19.125,38.250,  1AP207,   0,378.0,28.4
296,135,  1,0,2,40,  1,A,R,135,   25.2808,0.787,1.523,  1AR135,   0,390.0,29.4
297,933,  1,0,2,41,  1,A,P,213,   1.0923,19.125,38.250,  1AP213,   0,366.0,27.0
298,120,  1,0,2,42,  1,A,R,120,   26.7115,0.787,1.526,  1AR120,   0,354.0,27.3
299,907,  1,0,2,43,  1,A,P,187,   1.1467,19.125,38.250,  1AP187,   0,366.0,27.3
300,889,  1,0,2,44,  1,A,P,169,   1.1844,19.125,38.250,  1AP169,   0,366.0,20.9
301,903,  1,0,2,45,  1,A,P,183,   1.1551,19.125,38.250,  1AP183,   0,354.0,27.6
302,136,  1,0,2,46,  1,A,R,136,   25.1854,0.787,1.523,  1AR136,   0,378.0,28.2
303,931,  1,0,2,47,  1,A,P,211,   1.0964,19.125,38.250,  1AP211,   0,378.0,27.1
304,137,  1,0,2,48,  1,A,R,137,   25.0900,0.787,1.523,  1AR137,   0,390.0,25.0
305,937,  1,0,2,49,  1,A,P,217,   1.0839,19.125,38.250,  1AP217,   0,366.0,26.6
306,106,  1,0,2,50,  1,A,R,106,   28.0468,0.787,1.528,  1AR106,   0,342.0,29.4
307,897,  1,0,2,51,  1,A,P,177,   1.1677,19.125,38.250,  1AP177,   0,342.0,24.3
308,109,  1,0,2,52,  1,A,R,109,   27.7606,0.787,1.528,  1AR109,   0,342.0,26.9
309,126,  1,0,2,53,  1,A,R,126,   26.1392,0.787,1.525,  1AR126,   0,366.0,27.4
310,112,  1,0,2,54,  1,A,R,112,   27.4745,0.787,1.527,  1AR112,   0,342.0,26.7
311,935,  1,0,2,55,  1,A,P,215,   1.0881,19.125,38.250,  1AP215,   0,378.0,26.4
312,115,  1,0,2,56,  1,A,R,115,   27.1884,0.787,1.527,  1AR115,   0,342.0,26.6
313,124,  1,0,2,57,  1,A,R,124,   26.3299,0.787,1.525,  1AR124,   0,354.0,26.6
314,114,  1,0,2,58,  1,A,R,114,   27.2837,0.787,1.527,  1AR114,   0,378.0,27.8
315,108,  1,0,2,59,  1,A,R,108,   27.8560,0.787,1.528,  1AR108,   0,342.0,26.1
316,113,  1,0,2,60,  1,A,R,113,   27.3791,0.787,1.527,  1AR113,   0,366.0,26.8
317,107,  1,0,2,61,  1,A,R,107,   27.9514,0.787,1.528,  1AR107,   0,366.0,26.5
318,138,  1,0,2,62,  1,A,R,138,   24.9946,0.787,1.523,  1AR138,   0,402.0,27.4
319,939,  1,0,2,63,  1,A,P,219,   1.0797,19.125,38.250,  1AP219,   0,378.0,27.1
320,139,  1,0,2,64,  1,A,R,139,   24.8992,0.787,1.523,  1AR139,   0,426.0,30.0
321,1003,  1,0,2,65,  1,A,P,283,   0.9456,19.125,38.250,  1AP283,   0,414.0,31.4
322,164,  1,0,2,66,  1,A,R,164,   22.5147,0.787,1.518,  1AR164,   0,414.0,30.6
323,941,  1,0,2,67,  1,A,P,221,   1.0755,19.125,38.250,  1AP221,   0,402.0,26.2
324,165,  1,0,2,68,  1,A,R,165,   22.4194,0.787,1.517,  1AR165,   0,438.0,32.2
325,943,  1,0,2,69,  1,A,P,223,   1.0713,19.125,38.250,  1AP223,   0,390.0,26.3
326,140,  1,0,2,70,  1,A,R,140,   24.8039,0.787,1.522,  1AR140,   0,414.0,28.3
327,991,  1,0,2,71,  1,A,P,271,   0.9708,19.125,38.250,  1AP271,   0,402.0,29.5
328,141,  1,0,2,72,  1,A,R,141,   24.7085,0.787,1.522,  1AR141,   0,402.0,28.8
329,945,  1,0,2,73,  1,A,P,225,   1.0671,19.125,38.250,  1AP225,   0,402.0,27.2
330,167,  1,0,2,74,  1,A,R,167,   22.2286,0.787,1.517,  1AR167,   0,414.0,32.9
331,987,  1,0,2,75,  1,A,P,267,   0.9792,19.125,38.250,  1AP267,   0,414.0,28.7
332,166,  1,0,2,76,  1,A,R,166,   22.3240,0.787,1.517,  1AR166,   0,438.0,22.9
333,947,  1,0,2,77,  1,A,P,227,   1.0629,19.125,38.250,  1AP227,   0,402.0,27.4
334,142,  1,0,2,78,  1,A,R,142,   24.6131,0.787,1.522,  1AR142,   0,390.0,28.4
335,155,  1,0,2,79,  1,A,R,155,   23.3732,0.787,1.520,  1AR155,   0,402.0,27.1
336,143,  1,0,2,80,  1,A,R,143,   24.5177,0.787,1.522,  1AR143,   0,426.0,22.8
337,949,  1,0,2,81,  1,A,P,229,   1.0588,19.125,38.250,  1AP229,   0,426.0,28.5
338,1005,  1,0,2,82,  1,A,P,285,   0.9414,19.125,38.250,  1AP285,   0,414.0,39.5
339,983,  1,0,2,83,  1,A,P,263,   0.9875,19.125,38.250,  1AP263,   0,414.0,32.3
340,999,  1,0,2,84,  1,A,P,279,   0.9540,19.125,38.250,  1AP279,   0,426.0,33.8
341,951,  1,0,2,85,  1,A,P,231,   1.0546,19.125,38.250,  1AP231,   0,414.0,30.2
342,144,  1,0,2,86,  1,A,R,144,   24.4223,0.787,1.522,  1AR144,   0,402.0,29.9
343,975,  1,0,2,87,  1,A,P,255,   1.0043,19.125,38.250,  1AP255,   0,426.0,29.6
344,145,  1,0,2,88,  1,A,R,145,   24.3270,0.787,1.522,  1AR145,   0,414.0,29.6
345,955,  1,0,2,89,  1,A,P,235,   1.0462,19.125,38.250,  1AP235,   0,414.0,31.2
346,157,  1,0,2,90,  1,A,R,157,   23.1824,0.787,1.519,  1AR157,   0,438.0,32.0
347,953,  1,0,2,91,  1,A,P,233,   1.0504,19.125,38.250,  1AP233,   0,426.0,30.9
348,146,  1,0,2,92,  1,A,R,146,   24.2316,0.787,1.521,  1AR146,   0,426.0,31.8
349,971,  1,0,2,93,  1,A,P,251,   1.0127,19.125,38.250,  1AP251,   0,426.0,31.9
350,147,  1,0,2,94,  1,A,R,147,   24.1362,0.787,1.521,  1AR147,   0,450.0,32.8
351,967,  1,0,2,95,  1,A,P,247,   1.0210,19.125,38.250,  1AP247,   0,462.0,32.6
352,162,  1,0,2,96,  1,A,R,162,   22.7055,0.787,1.518,  1AR162,   0,390.0,30.1
353,959,  1,0,2,97,  1,A,P,239,   1.0378,19.125,38.250,  1AP239,   0,354.0,24.6
354,163,  1,0,2,98,  1,A,R,163,   22.6101,0.787,1.518,  1AR163,   0,354.0,29.5
355,957,  1,0,2,99,  1,A,P,237,   1.0420,19.125,38.250,  1AP237,   0,342.0,24.9
356,160,  1,0,2,100,  1,A,R,160,   22.8963,0.787,1.518,  1AR160,   0,390.0,28.8
357,963,  1,0,2,101,  1,A,P,243,   1.0294,19.125,38.250,  1AP243,   0,378.0,24.5
358,148,  1,0,2,102,  1,A,R,148,   24.0408,0.787,1.521,  1AR148,   0,366.0,27.2
359,979,  1,0,2,103,  1,A,P,259,   0.9959,19.125,38.250,  1AP259,   0,366.0,26.5
360,149,  1,0,2,104,  1,A,R,149,   23.9454,0.787,1.521,  1AR149,   0,366.0,27.1
361,961,  1,0,2,105,  1,A,P,241,   1.0336,19.125,38.250,  1AP241,   0,390.0,25.8
362,150,  1,0,2,106,  1,A,R,150,   23.8501,0.787,1.521,  1AR150,   0,354.0,27.4
363,977,  1,0,2,107,  1,A,P,257,   1.0001,19.125,38.250,  1AP257,   0,366.0,26.6
364,161,  1,0,2,108,  1,A,R,161,   22.8009,0.787,1.518,  1AR161,   0,366.0,24.1
365,973,  1,0,2,109,  1,A,P,253,   1.0085,19.125,38.250,  1AP253,   0,378.0,26.6
366,151,  1,0,2,110,  1,A,R,151,   23.7547,0.787,1.520,  1AR151,   0,354.0,27.5
367,969,  1,0,2,111,  1,A,P,249,   1.0169,19.125,38.250,  1AP249,   0,366.0,26.4
368,158,  1,0,2,112,  1,A,R,158,   23.0870,0.787,1.519,  1AR158,   0,390.0,29.5
369,965,  1,0,2,113,  1,A,P,245,   1.0252,19.125,38.250,  1AP245,   0,402.0,27.3
370,159,  1,0,2,114,  1,A,R,159,   22.9916,0.787,1.519,  1AR159,   0,378.0,33.9
371,989,  1,0,2,115,  1,A,P,269,   0.9750,19.125,38.250,  1AP269,   0,402.0,29.0
372,152,  1,0,2,116,  1,A,R,152,   23.6593,0.787,1.520,  1AR152,   0,402.0,27.3
373,985,  1,0,2,117,  1,A,P,265,   0.9833,19.125,38.250,  1AP265,   0,366.0,29.1
374,153,  1,0,2,118,  1,A,R,153,   23.5639,0.787,1.520,  1AR153,   0,414.0,29.1
375,981,  1,0,2,119,  1,A,P,261,   0.9917,19.125,38.250,  1AP261,   0,390.0,27.8
376,156,  1,0,2,120,  1,A,R,156,   23.2778,0.787,1.519,  1AR156,   0,366.0,26.3
377,993,  1,0,2,121,  1,A,P,273,   0.9666,19.125,38.250,  1AP273,   0,390.0,26.5
378,154,  1,0,2,122,  1,A,R,154,   23.4685,0.787,1.520,  1AR154,   0,390.0,26.8
379,995,  1,0,2,123,  1,A,P,275,   0.9624,19.125,38.250,  1AP275,   0,390.0,29.9
380,168,  1,0,2,124,  1,A,R,168,   22.1332,0.787,1.517,  1AR168,   0,402.0,27.3
381,997,  1,0,2,125,  1,A,P,277,   0.9582,19.125,38.250,  1AP277,   0,402.0,27.6
382,169,  1,0,2,126,  1,A,R,169,   22.0378,0.787,1.516,  1AR169,   0,414.0,28.9
383,1001,  1,0,2,127,  1,A,P,281,   0.9498,19.125,38.250,  1AP281,   0,1050.0,30.0
384,180,  1,0,3,0,  1,A,R,180,   20.9887,0.787,1.514,  1AR180,   0,414.0,38.9
385,1007,  1,0,3,1,  1,A,P,287,   0.9373,19.125,38.250,  1AP287,   0,414.0,41.7
386,182,  1,0,3,2,  1,A,R,182,   20.7979,0.787,1.513,  1AR182,   0,378.0,41.2
387,1013,  1,0,3,3,  1,A,P,293,   0.9247,19.125,38.250,  1AP293,   0,426.0,39.5
388,1043,  1,0,3,4,  1,A,P,323,   0.8619,19.125,37.777,  1AP323,   0,378.0,40.5
389,1011,  1,0,3,5,  1,A,P,291,   0.9289,19.125,38.250,  1AP291,   0,402.0,37.4
390,1009,  1,0,3,6,  1,A,P,289,   0.9331,19.125,38.250,  1AP289,   0,402.0,38.7
391,1015,  1,0,3,7,  1,A,P,295,   0.9205,19.125,38.250,  1AP295,   0,402.0,37.0
392,1033,  1,0,3,8,  1,A,P,313,   0.8828,19.125,38.050,  1AP313,   0,426.0,40.4
393,1027,  1,0,3,9,  1,A,P,307,   0.8954,19.125,38.224,  1AP307,   0,414.0,36.6
394,1041,  1,0,3,10,  1,A,P,321,   0.8660,19.125,37.830,  1AP321,   0,414.0,41.1
395,1023,  1,0,3,11,  1,A,P,303,   0.9037,19.125,38.250,  1AP303,   0,438.0,37.8
396,1049,  1,0,3,12,  1,A,P,329,   0.8493,19.125,37.623,  1AP329,   0,426.0,37.6
397,1019,  1,0,3,13,  1,A,P,299,   0.9121,19.125,38.250,  1AP299,   0,426.0,38.1
398,188,  1,0,3,14,  1,A,R,188,   20.2256,0.787,1.512,  1AR188,   0,450.0,33.7
399,187,  1,0,3,15,  1,A,R,187,   20.3210,0.787,1.512,  1AR187,   0,450.0,32.0
400,174,  1,0,3,16,  1,A,R,174,   21.5609,0.787,1.515,  1AR174,   0,414.0,33.1
401,1055,  1,0,3,17,  1,A,P,335,   0.8367,19.125,37.476,  1AP335,   0,450.0,34.5
402,175,  1,0,3,18,  1,A,R,175,   21.4656,0.787,1.515,  1AR175,   0,378.0,35.6
403,1045,  1,0,3,19,  1,A,P,325,   0.8577,19.125,37.725,  1AP325,   0,450.0,35.6
404,191,  1,0,3,20,  1,A,R,191,   19.9395,0.787,1.511,  1AR191,   0,438.0,32.0
405,1039,  1,0,3,21,  1,A,P,319,   0.8702,19.125,37.884,  1AP319,   0,462.0,34.5
406,181,  1,0,3,22,  1,A,R,181,   20.8933,0.787,1.513,  1AR181,   0,414.0,31.3
407,183,  1,0,3,23,  1,A,R,183,   20.7025,0.787,1.513,  1AR183,   0,426.0,13.5
408,1059,  1,0,3,24,  1,A,P,339,   0.8283,19.125,37.382,  1AP339,   0,474.0,32.1
409,1061,  1,0,3,25,  1,A,P,341,   0.8241,19.125,37.336,  1AP341,   0,450.0,32.3
410,1057,  1,0,3,26,  1,A,P,337,   0.8325,19.125,37.429,  1AP337,   0,462.0,31.8
411,189,  1,0,3,27,  1,A,R,189,   20.1302,0.787,1.511,  1AR189,   0,438.0,29.2
412,190,  1,0,3,28,  1,A,R,190,   20.0349,0.787,1.511,  1AR190,   0,474.0,29.5
413,1029,  1,0,3,29,  1,A,P,309,   0.8912,19.125,38.166,  1AP309,   0,450.0,32.2
414,192,  1,0,3,30,  1,A,R,192,   19.8441,0.787,1.510,  1AR192,   0,510.0,29.1
415,1053,  1,0,3,31,  1,A,P,333,   0.8409,19.125,37.524,  1AP333,   0,486.0,30.8
416,193,  1,0,3,32,  1,A,R,193,   19.7487,0.787,1.510,  1AR193,   0,510.0,29.7
417,1065,  1,0,3,33,  1,A,P,345,   0.8158,19.125,37.247,  1AP345,   0,474.0,29.4
418,1021,  1,0,3,34,  1,A,P,301,   0.9079,19.125,38.250,  1AP301,   0,450.0,31.1
419,1047,  1,0,3,35,  1,A,P,327,   0.8535,19.125,37.674,  1AP327,   0,498.0,30.6
420,184,  1,0,3,36,  1,A,R,184,   20.6071,0.787,1.513,  1AR184,   0,450.0,30.9
421,185,  1,0,3,37,  1,A,R,185,   20.5118,0.787,1.512,  1AR185,   0,486.0,29.1
422,194,  1,0,3,38,  1,A,R,194,   19.6533,0.787,1.510,  1AR194,   0,498.0,26.0
423,1063,  1,0,3,39,  1,A,P,343,   0.8200,19.125,37.291,  1AP343,   0,486.0,30.6
424,195,  1,0,3,40,  1,A,R,195,   19.5580,0.787,1.510,  1AR195,   0,522.0,29.3
425,1069,  1,0,3,41,  1,A,P,349,   0.8074,19.125,37.160,  1AP349,   0,474.0,30.3
426,1035,  1,0,3,42,  1,A,P,315,   0.8786,19.125,37.994,  1AP315,   0,486.0,30.0
427,1037,  1,0,3,43,  1,A,P,317,   0.8744,19.125,37.939,  1AP317,   0,522.0,31.5
428,1017,  1,0,3,44,  1,A,P,297,   0.9163,19.125,38.250,  1AP297,   0,486.0,26.6
429,1031,  1,0,3,45,  1,A,P,311,   0.8870,19.125,38.108,  1AP311,   0,498.0,31.3
430,196,  1,0,3,46,  1,A,R,196,   19.4626,0.787,1.509,  1AR196,   0,522.0,28.6
431,1067,  1,0,3,47,  1,A,P,347,   0.8116,19.125,37.203,  1AP347,   0,498.0,20.5
432,197,  1,0,3,48,  1,A,R,197,   19.3672,0.787,1.509,  1AR197,   0,510.0,25.6
433,1073,  1,0,3,49,  1,A,P,353,   0.7990,19.125,37.077,  1AP353,   0,510.0,25.7
434,170,  1,0,3,50,  1,A,R,170,   21.9425,0.787,1.516,  1AR170,   0,462.0,31.5
435,1025,  1,0,3,51,  1,A,P,305,   0.8996,19.125,38.250,  1AP305,   0,486.0,31.2
436,173,  1,0,3,52,  1,A,R,173,   21.6563,0.787,1.515,  1AR173,   0,486.0,28.5
437,1051,  1,0,3,53,  1,A,P,331,   0.8451,19.125,37.573,  1AP331,   0,498.0,29.8
438,176,  1,0,3,54,  1,A,R,176,   21.3702,0.787,1.515,  1AR176,   0,462.0,26.7
439,1071,  1,0,3,55,  1,A,P,351,   0.8032,19.125,37.118,  1AP351,   0,534.0,29.3
440,179,  1,0,3,56,  1,A,R,179,   21.0840,0.787,1.514,  1AR179,   0,474.0,23.7
441,186,  1,0,3,57,  1,A,R,186,   20.4164,0.787,1.512,  1AR186,   0,474.0,25.8
442,178,  1,0,3,58,  1,A,R,178,   21.1794,0.787,1.514,  1AR178,   0,462.0,20.2
443,172,  1,0,3,59,  1,A,R,172,   21.7517,0.787,1.516,  1AR172,   0,474.0,28.1
444,177,  1,0,3,60,  1,A,R,177,   21.2748,0.787,1.514,  1AR177,   0,510.0,25.0
445,171,  1,0,3,61,  1,A,R,171,   21.8471,0.787,1.516,  1AR171,   0,486.0,30.0
446,198,  1,0,3,62,  1,A,R,198,   19.2718,0.787,1.509,  1AR198,   0,498.0,28.6
447,1075,  1,0,3,63,  1,A,P,355,   0.7948,19.125,37.036,  1AP355,   0,534.0,24.4
448,199,  1,0,3,64,  1,A,R,199,   19.1764,0.787,1.508,  1AR199,   0,522.0,25.0
449,928,  1,0,3,65,  1,A,P,208,   1.1027,11.500,38.250,  1AP208,   0,474.0,35.3
450,220,  1,0,3,66,  1,A,R,220,   17.1660,0.787,1.501,  1AR220,   0,534.0,22.3
451,1077,  1,0,3,67,  1,A,P,357,   0.7906,19.125,36.996,  1AP357,   0,510.0,29.7
452,221,  1,0,3,68,  1,A,R,221,   17.0706,0.787,1.501,  1AR221,   0,534.0,21.4
453,1079,  1,0,3,69,  1,A,P,359,   0.7864,19.125,36.957,  1AP359,   0,510.0,29.1
454,200,  1,0,3,70,  1,A,R,200,   19.0736,0.787,1.508,  1AR200,   0,522.0,25.1
455,916,  1,0,3,71,  1,A,P,196,   1.1279,11.500,38.250,  1AP196,   0,486.0,41.8
456,866,  1,0,3,72,  1,A,P,146,   1.2326,11.500,38.250,  1AP146,   0,546.0,26.7
457,862,  1,0,3,73,  1,A,P,142,   1.2410,11.500,38.250,  1AP142,   0,474.0,31.7
458,223,  1,0,3,74,  1,A,R,223,   16.8798,0.787,1.500,  1AR223,   0,498.0,26.6
459,912,  1,0,3,75,  1,A,P,192,   1.1363,11.500,38.250,  1AP192,   0,546.0,32.6
460,222,  1,0,3,76,  1,A,R,222,   16.9752,0.787,1.500,  1AR222,   0,534.0,22.8
461,864,  1,0,3,77,  1,A,P,144,   1.2368,11.500,38.250,  1AP144,   0,522.0,32.1
462,868,  1,0,3,78,  1,A,P,148,   1.2284,11.500,38.250,  1AP148,   0,558.0,33.7
463,211,  1,0,3,79,  1,A,R,211,   18.0244,0.787,1.504,  1AR211,   0,522.0,15.3
464,202,  1,0,3,80,  1,A,R,202,   18.8828,0.787,1.507,  1AR202,   0,534.0,22.5
465,201,  1,0,3,81,  1,A,R,201,   18.9782,0.787,1.508,  1AR201,   0,522.0,25.6
466,930,  1,0,3,82,  1,A,P,210,   1.0985,11.500,38.250,  1AP210,   0,522.0,32.4
467,908,  1,0,3,83,  1,A,P,188,   1.1446,11.500,38.250,  1AP188,   0,558.0,33.9
468,924,  1,0,3,84,  1,A,P,204,   1.1111,11.500,38.250,  1AP204,   0,534.0,29.3
469,870,  1,0,3,85,  1,A,P,150,   1.2242,11.500,38.250,  1AP150,   0,534.0,33.9
470,874,  1,0,3,86,  1,A,P,154,   1.2159,11.500,38.250,  1AP154,   0,510.0,25.6
471,900,  1,0,3,87,  1,A,P,180,   1.1614,11.500,38.250,  1AP180,   0,558.0,34.4
472,876,  1,0,3,88,  1,A,P,156,   1.2117,11.500,38.250,  1AP156,   0,486.0,16.2
473,203,  1,0,3,89,  1,A,R,203,   18.7874,0.787,1.507,  1AR203,   0,522.0,28.1
474,213,  1,0,3,90,  1,A,R,213,   17.8336,0.787,1.504,  1AR213,   0,510.0,13.3
475,872,  1,0,3,91,  1,A,P,152,   1.2200,11.500,38.250,  1AP152,   0,534.0,36.0
476,204,  1,0,3,92,  1,A,R,204,   18.6920,0.787,1.507,  1AR204,   0,546.0,24.5
477,896,  1,0,3,93,  1,A,P,176,   1.1698,11.500,38.250,  1AP176,   0,510.0,37.1
478,882,  1,0,3,94,  1,A,P,162,   1.1991,11.500,38.250,  1AP162,   0,498.0,36.3
479,207,  1,0,3,95,  1,A,R,207,   18.4059,0.787,1.506,  1AR207,   0,570.0,27.8
480,218,  1,0,3,96,  1,A,R,218,   17.3567,0.787,1.502,  1AR218,   0,510.0,24.3
481,880,  1,0,3,97,  1,A,P,160,   1.2033,11.500,38.250,  1AP160,   0,474.0,30.8
482,219,  1,0,3,98,  1,A,R,219,   17.2613,0.787,1.501,  1AR219,   0,498.0,24.2
483,878,  1,0,3,99,  1,A,P,158,   1.2075,11.500,38.250,  1AP158,   0,474.0,30.6
484,216,  1,0,3,100,  1,A,R,216,   17.5475,0.787,1.503,  1AR216,   0,522.0,23.5
485,886,  1,0,3,101,  1,A,P,166,   1.1907,11.500,38.250,  1AP166,   0,474.0,30.4
486,884,  1,0,3,102,  1,A,P,164,   1.1949,11.500,38.250,  1AP164,   0,498.0,29.2
487,904,  1,0,3,103,  1,A,P,184,   1.1530,11.500,38.250,  1AP184,   0,498.0,29.0
488,206,  1,0,3,104,  1,A,R,206,   18.5013,0.787,1.506,  1AR206,   0,498.0,23.8
489,205,  1,0,3,105,  1,A,R,205,   18.5967,0.787,1.506,  1AR205,   0,486.0,24.5
490,890,  1,0,3,106,  1,A,P,170,   1.1823,11.500,38.250,  1AP170,   0,474.0,29.8
491,902,  1,0,3,107,  1,A,P,182,   1.1572,11.500,38.250,  1AP182,   0,522.0,30.5
492,217,  1,0,3,108,  1,A,R,217,   17.4521,0.787,1.502,  1AR217,   0,510.0,23.0
493,898,  1,0,3,109,  1,A,P,178,   1.1656,11.500,38.250,  1AP178,   0,522.0,30.6
494,892,  1,0,3,110,  1,A,P,172,   1.1781,11.500,38.250,  1AP172,   0,522.0,30.3
495,894,  1,0,3,111,  1,A,P,174,   1.1739,11.500,38.250,  1AP174,   0,534.0,25.3
496,214,  1,0,3,112,  1,A,R,214,   17.7382,0.787,1.503,  1AR214,   0,546.0,23.8
497,888,  1,0,3,113,  1,A,P,168,   1.1865,11.500,38.250,  1AP168,   0,510.0,31.3
498,215,  1,0,3,114,  1,A,R,215,   17.6429,0.787,1.503,  1AR215,   0,510.0,22.2
499,914,  1,0,3,115,  1,A,P,194,   1.1321,11.500,38.250,  1AP194,   0,534.0,31.5
500,208,  1,0,3,116,  1,A,R,208,   18.3105,0.787,1.505,  1AR208,   0,534.0,23.4
501,910,  1,0,3,117,  1,A,P,190,   1.1404,11.500,38.250,  1AP190,   0,534.0,32.4
502,209,  1,0,3,118,  1,A,R,209,   18.2151,0.787,1.505,  1AR209,   0,558.0,23.0
503,906,  1,0,3,119,  1,A,P,186,   1.1488,11.500,38.250,  1AP186,   0,534.0,32.6
504,212,  1,0,3,120,  1,A,R,212,   17.9290,0.787,1.504,  1AR212,   0,462.0,17.6
505,918,  1,0,3,121,  1,A,P,198,   1.1237,11.500,38.250,  1AP198,   0,522.0,32.0
